key,en,nl,cn
hint_2_scenario_2,Tip: a challenging scenario is available for this airport. See the {button_traffic} menu to start the scenario.,Tip: een uitdagend scenario is beschikbaar voor dit vliegveld. Zie het menu {button_traffic} om het scenario te starten.,提示：此机场有一个挑战性场景可用。参见{button_traffic}菜单以开始场景。
hint_2_scenario_3,"Tip: a challenging scenario mode is available at EHAM airport. Switch to EHAM, then go to the {button_traffic} menu to start the scenario.","Tip: een uitdagend scenario is beschikbaar voor EHAM airport. Schakel over naar EHAM, en ga dan naar het menu {button_traffic} om het scenario te starten.",提示：EHAM机场有一个挑战性场景模式可用。切换到EHAM，然后转到{button_traffic}菜单以开始场景。
hint_2_scenario_ended,Scenario has ended without success,Scenario geeindigd zonder succes.,场景已结束，未成功。
hint_2_scenario_fail_1,"Oops, a mistake. The scenario traffic mode is pretty hard. See the {button_traffic} menu for easier traffic options.","Oeps, een foutje. De scenario-modus is vrij lastig. Zie het menu {button_traffic} voor makkelijkere opties.",糟糕，一个错误。场景交通模式相当困难。参见{button_traffic}菜单获取更简单的交通选项。
hint_2_scenario_fail_2,"Oops, a mistake. These scenarios are indeed challenging, even for seasoned players. Perhaps try it again another time.","Oeps, een foutje. De scenarios zijn uitdagend, zelfs voor ervaren spelers. Probeer het eventueel een andere keer nog eens.",糟糕，一个错误。这些场景确实具有挑战性，即使对于经验丰富的玩家也是如此。也许改天再试一次。
hint_2_scenario_fail_3,"Oops, a mistake. Press the {button_rewind} button in the {button_traffic} menu to revert to a couple of minutes ago.","Oeps, een foutje. Druk op de {button_rewind}-knop in het menu {button_traffic} om een paar minuten terug in de tijd te gaan.",糟糕，一个错误。按下{button_traffic}菜单中的{button_rewind}按钮以恢复到几分钟前。
hint_2_scenario_fail_4,"Oops, a mistake. Press the {button_rewind} button in the {button_traffic} menu (or {KEY}) to revert to a couple of minutes ago.","Oeps, een foutje. Druk op de {button_rewind}-knop in het menu {button_traffic} (of {KEY}) om een paar minuten terug in de tijd te gaan.",糟糕，一个错误。按下{button_traffic}菜单中的{button_rewind}按钮（或{KEY}）以恢复到几分钟前。
hint_2_scenario_fail_5,"Oops, a mistake. To try again, press the {button_scenario} button in the {button_traffic} menu.","Oeps, een foutje. Om het opnieuw te proberen klik je op {button_scenario} in het menu {button_traffic}.",糟糕，一个错误。要重试，请按下{button_traffic}菜单中的{button_scenario}按钮。
hint_2_scenario_loading,Loading scenario.,Laden scenario.,加载场景中。
hint_2_scenario_started,Scenario started.,Scenario gestart.,场景已开始。
hint_2_sid_1,Standard Instrument Departure: fly via the displayed route.,Standard Instrument Departure: het vliegtuig zal vliegen via de weergeven route.,标准仪表离场：通过显示的航路飞行。
hint_2_sid_2,Standard Instrument Departure: the plane will fly via the point {FIX}.,Standard Instrument Departure: het vliegtuig zal via het punt {FIX} vliegen.,标准仪表离场：飞机将通过点{FIX}飞行。
hint_2_sid_3,SID mode off; the plane will maintain its current heading.,SID-modus uit: het vliegtuig zal de huidige koers aanhouden.,SID模式关闭；飞机将保持当前航向。
hint_2_sid_4,Enable {button_sid} and increase the altitude to allow handoff.,Activeer {button_sid}-modus en verhoog de hoogte om dit vliegtuig te kunnen overzetten.,启用{button_sid}并增加高度以允许移交。
hint_2_sid_5,Increase the altitude to allow handoff.,Verhoog de hoogte om dit vliegtuig te kunnen overzetten.,增加高度以允许移交。
hint_2_sid_6,Tip: you can also enable {button_sid} mode by clicking the left and right mouse buttons at the same time.,Tip: je kan {button_sid}-modus ook activeren door de linker- en rechtermuisknop tegelijkertijd in te drukken.,提示：您也可以通过同时点击鼠标左右键来启用{button_sid}模式。
hint_2_sid_7,Tip: longpress the {button_sid} button to set the altitude to the maximum value automatically.,Tip: druk de {button_sid}-knop lang in om de hoogte op maximaal in te stellen.,提示：长按{button_sid}按钮以自动将高度设置为最大值。
hint_2_sid_8,Tip: longpress the {button_sid} button to give a direct to the last point of the route.,Tip: druk de {button_sid}-knop lang in om het vliegtuig direct naar het laatste punt van de route te laten vliegen.,提示：长按{button_sid}按钮以直飞至航路的最后一个点。
hint_2_speed_1,Tip: you can also change the speed by scrolling the mouse wheel while holding the right mouse button.,Tip: je kan de snelheid ook instellen door te scrollen met het muiswiel terwijl je de rechtermuisknop indrukt.,提示：您也可以在按住鼠标右键的同时滚动鼠标滚轮来更改速度。
hint_2_timer_2togo,Timer: 2 landings to go until auto exit.,Timer: nog 2 landingen te gaan tot afsluiten.,计时器：还剩2次降落直到自动退出。
hint_2_timer_2togo_2,Timer: 2 landings to go until airspace closure.,Timer: nog 2 landingen te gaan tot sluiting luchtruim.,计时器：还剩2次降落直到空域关闭。
hint_2_timer_2togo_3,Timer: 2 landings to go until airspace closure. Note: high scores and goals will be disabled until a new game is started.,Timer: nog 2 landingen te gaan tot sluiting luchtruim. Let op: highscores en doelen zullen worden uitgeschakeld totdat een nieuw spel wordt gestart.,计时器：还剩2次降落直到空域关闭。注意：高分和目标将被禁用，直到开始新游戏。
hint_2_timer_enable,Tip: keep track of playtime by enabling the {button_timer} in the menu.,Tip: houd je speeltijd in de gaten door de {button_timer} te activeren in het menu.,提示：通过在菜单中启用{button_timer}来跟踪游戏时间。
hint_2_timer_finished_1,Timer finished.,Timer is afgelopen.,计时器结束。
hint_2_timer_finished_2,Timer finished: airspace is closed.,Timer is afgelopen: het luchtruim is gesloten.,计时器结束：空域已关闭。
hint_2_wake_1,A plane is going around because it was flying too close behind another plane.,Een vliegtuig heeft een doorstart gemaakt omdat het te dicht achter een ander vliegtuig vloog.,一架飞机正在复飞，因为它飞得太靠近另一架飞机后方。
hint_2_wake_2,Tip: orange arcs behind heavy planes indicate the required distance.,Tip: de oranje bogen achter zware vliegtuigen geven de minimale afstand aan.,提示：重型飞机后方的橙色弧线指示所需距离。
hint_3_20x,Tip: longpress the menu button to temporarily speed up to 20x.,Tip: houd de menu-knop ingedrukt om de simulatiesnelheid tijdelijk te verhogen naar 20x.,提示：长按菜单按钮可临时加速至20倍。
hint_3_add_custom_airport_1,"Tip: you can add your own airport, by importing a Custom Airport TXT file. See {button_about}/{button_import}.","Tip: je kan je eigen luchthaven toevoegen, door een Custom Airport TXT bestand te importeren. Zie {button_about}/{button_import}.",提示：您可以通过导入自定义机场TXT文件来添加自己的机场。参见{button_about}/{button_import}。
hint_3_add_custom_airport_2,"Tip: you can add your own airports, by copying Custom Airport TXT files into the /locations folder. See {button_about}/{button_blog} for info.","Tip: je kan je eigen luchthaven toevoegen, door een Custom Airport TXT bestand in de /locations map te plaatsen. Zie {button_about}/{button_import}.",提示：您可以通过将自定义机场TXT文件复制到/locations文件夹来添加自己的机场。参见{button_about}/{button_blog}获取信息。
hint_3_added_txt_1,Added custom airport {AIRPORT}.,Luchthaven {AIRPORT} is toegevoegd.,已添加自定义机场{AIRPORT}。
hint_3_added_txt_2,"To remove it, press the {button_about}/{button_remove} button.","Om het te verwijderen, ga naar {button_about}/{button_remove}.",要删除它，请按{button_about}/{button_remove}按钮。
hint_3_added_txt_3,The selected txt file is not a custom airport txt file.,Het geselecteerde txt-bestand is geen custom airport bestand.,选定的txt文件不是自定义机场txt文件。
hint_3_airspace,{COLOR} airspace.,{COLOR} luchtruim.,{COLOR}空域。
hint_3_airspace_closed,Airspace is closed.,Het luchtruim is gesloten.,空域已关闭。
hint_3_airspace_open,Airspace is open.,Luchtruim is open.,空域已开放。
hint_3_arrival_labels,{COLOR} arrival labels.,,{COLOR}进场标签。
hint_3_auto,automatic,automatisch,自动
hint_3_background,{COLOR} background.,{COLOR} achtergrond.,{COLOR}背景。
hint_3_bar_auto,"Automatically control bar position, based on screen ratio.","Automatische balkpositie, gebaseerd op de schermverhouding.",根据屏幕比例自动控制栏位置。
hint_3_bar_manual_bot,Manual control bar position: Bottom.,Handmatige balkpositie: onderkant.,手动控制栏位置：底部。
hint_3_bar_manual_hint,"To change it back to Auto, press the {button_bar} button in the {button_display} menu.","Om het terug te zetten naar Auto, druk je op {button_bar} in het {button_display}-menu.",要将其改回自动，请按{button_display}菜单中的{button_bar}按钮。
hint_3_bar_manual_side,Manual control bar position: Side.,Handmatige balkpositie: zijkant.,手动控制栏位置：侧边。
hint_3_bar_pos_auto,"Control bar positioned automatically, based on screen ratio (default).","Balk is nu automatisch gepositioneerd, gebaseerd op vorm van scherm (standaard).",控制栏根据屏幕比例自动定位（默认）。
hint_3_bar_pos_bottom,Longpress {button_bar} button to move the bar the bottom.,Druk lang op de {button_bar} knop om de balk naar de onderkant van het scherm te verplaatsen.,长按{button_bar}按钮将栏移至底部。
hint_3_bar_pos_left,Control bar at the left side.,Balk aan de linkerkant.,控制栏在左侧。
hint_3_bar_pos_long,Tip: you can also move the bar to the bottom of the screen by longpressing the {button_bar} button.,Tip: je kan de balk ook naar de onderkant verplaatsen door lang te drukken op de knop {bar_button},提示：您也可以通过长按{button_bar}按钮将栏移至屏幕底部。
hint_3_bar_pos_right,Control bar at the right side.,Balk aan de rechterkant.,控制栏在右侧。
hint_3_bar_pos_swipe_1,Tip: you can also move the bar to the other side by dragging the menu button left to right.,Tip: je kan de balk ook naar de andere kant verplaatsen door de menuknop van links naar rechts te slepen.,提示：您也可以通过将菜单按钮从左向右拖动来将栏移至另一侧。
hint_3_bgtext_limited,Background text limited.,Achtergrondtekst beperkt.,背景文本受限。
hint_3_bgtext_off,Background text off.,Achtergrondtekst uit.,背景文本关闭。
hint_3_bgtext_on,Background text on.,Achtergrondtekst aan.,背景文本开启。
hint_3_bind_defaults,Press {button_defaults} again to reset all mouse and key controls back to the default values.,Druk {button_defaults} nogmaals in om alle muis- en keyboardbesturing terug te zetten naar de standaardinstelling.,再次按{button_defaults}将所有鼠标和键盘控制重置为默认值。
hint_3_bind_reset,All controls are reset to the default values.,Alle besturing is teruggezet naar de standaardinstelling.,所有控制已重置为默认值。
hint_3_break_1,Press back button to pause.,Druk op de terugknop om te pauzeren.,按返回按钮暂停。
hint_3_break_2,Press ESC to pause.,Druk op Esc om te pauzeren.,按ESC暂停。
hint_3_break_3,Playtime is {AMOUNT} hours. Current time: {TIME}.,Speeltijd is {AMOUNT} uren. Huidige tijd: {TIME}.,游戏时间为{AMOUNT}小时。当前时间：{TIME}。
hint_3_break_4,And your timer is already finished!,En je timer is al afgelopen!,您的计时器已经结束了！
hint_3_break_5,Tip: enable the {button_timer} in the menu to limit playtime.,Tip: activeer de {button_timer} in het menu om de speeltijd te begrenzen.,提示：在菜单中启用{button_timer}以限制游戏时间。
hint_3_break_6,Tip: set traffic to 0 in the menu to close the airport and finish this session.,Tip: zet het verkeer op 0 in het menu om het luchtruim te sluiten.,提示：在菜单中将交通设置为0以关闭机场并结束此会话。
hint_3_break_7,Tip: press {button_endgame} in the {button_traffic} menu to close the airport and finish this session.,Tip: druk op {button_endgame} in het {button_traffic}-menu om het luchtruim te sluiten en deze sessie te eindigen.,提示：按{button_traffic}菜单中的{button_endgame}以关闭机场并结束此会话。
hint_3_break_8,The game will be saved on exit automatically.,Het spel zal automatisch worden opgeslagen als je het spel afsluit.,游戏将在退出时自动保存。
hint_3_break_9,Press the X button to end the game.,Druk op de X om het spel af te sluiten.,按X按钮结束游戏。
hint_3_cancel_instr,Canceled unapplied instructions.,Niet-uitgevoerde instructies geannuleerd.,已取消未应用的指令。
hint_3_captions_hide,"To hide the blue messages, go to {button_display}/{button_extra} and disable {button_captions}.","Om de blauwe berichten te verbergen, ga je naar {button_display}/{button_extra} en schakel je {button_captions} uit.",要隐藏蓝色消息，请转到{button_display}/{button_extra}并禁用{button_captions}。
hint_3_captions_off,Captions are off (see {button_display}/{button_extra}).,Ondertiteling is uit (zie {button_display}/{button_extra}).,字幕关闭（参见{button_display}/{button_extra}）。
hint_3_captions_off_1,Note: this makes it much more difficult to play!,Merk op dat dit het spel een stuk moeilijker maakt!,注意：这会使游戏变得困难得多！
hint_3_captions_off_2,"Note: this makes it more difficult to play, especially as the radio is switched off in the {button_sound} menu!","Merk op dat dit het spel een stuk moeilijker maakt, in het bijzonder omdat de radio uitgeschakeld is in het {button_sound} menu.",注意：这会使游戏变得困难得多，特别是因为{button_sound}菜单中的无线电已关闭！
hint_3_captions_off_3,"Plane captions off, unless the menu is open.","Vliegtuigondertiteling uit, tenzij het menu open staat.",飞机字幕关闭，除非菜单打开。
hint_3_captions_off_4,Note: radio is muted.,Merk op dat de radio uit staat.,注意：无线电已静音。
hint_3_captions_on,Plane captions on.,Vliegtuigondertiteling aan.,飞机字幕开启。
hint_3_change_bindings,Press {KEY} to change key bindings.,Druk op {KEY} om key bindings aan te passen.,按{KEY}更改按键绑定。
hint_3_choose_orient,Tip: you can choose your preferred screen orientation in the {button_display} menu.,Tip: je kan kiezen welke schermorientatie je wilt gebruiken in het {button_display}-menu.,提示：您可以在{button_display}菜单中选择偏好的屏幕方向。
hint_3_circle_size,Circle size: {AMOUNT} NM.,Cirkelgrootte: {AMOUNT} NM.,冲突圈大小：{AMOUNT}海里。
hint_3_circle_size_double,Double circle size: {AMOUNT} NM.,Dubbele cirkelgrootte: {AMOUNT} NM.,双倍冲突圈大小：{AMOUNT}海里。
hint_3_circles_auto,Separation circles automatic: only displaying circles when other planes are nearby.,Separatiecirkels automatisch: laat alleen cirkels zien als vliegtuigen dicht bij elkaar vliegen.,冲突圈自动：仅在其他飞机附近时显示冲突圈。
hint_3_circles_off,Separation circles (and altitude arcs) off.,Separatiecirkels (en hoogtebogen) uit.,冲突圈（和高度弧线）关闭。
hint_3_clock_off,Clock off.,Klok uit.,时钟关闭。
hint_3_clock_on_1,"Clock on: system time, 24 hour format.",Klok aan: 24-uurs notatie.,时钟开启：系统时间，24小时制。
hint_3_clock_on_2,"Clock on: system time, 12 hour format.",Klok aan: 12-uurs notatie.,时钟开启：系统时间，12小时制。
hint_3_closed_airspace,"Airspace is closed. To open, switch to {button_normal} traffic, or increase the skill value in the {button_custom} menu.","Het luchtruim is gesloten. Om het te openen, switch je naar {button_normal} verkeer, of verhoog je de skillwaarde in het {button_custom}-menu.",空域已关闭。要开放，请切换到{button_normal}交通，或在{button_custom}菜单中增加技能评分。
hint_3_clouds_around,Significant clouds; planes need to fly around them. Click the {button_clouds} button again for more clouds.,Significante wolken; vliegtuigen moeten om de wolken heen vliegen. Klik nogmaals op de {button_clouds} knop om meer wolken te plaatsen.,显著云层；飞机需要绕飞。再次点击{button_clouds}按钮以获取更多云层。
hint_3_clouds_key,Tip: press {KEY} to place a cloud at the cursor location.,Tip: druk op de {KEY} toets om een wolk te plaatsen op de cursorlocatie.,提示：按{KEY}在光标位置放置云层。
hint_3_clouds_swipe_1,Tip: swipe from the {button_clouds} button onto the radar display to place a cloud at a specific location.,Tip: sleep vanaf de knop {button_clouds} naar de radar om een wolk te plaatsten op een specifieke locatie.,提示：从{button_clouds}按钮滑动到雷达显示以在特定位置放置云层。
hint_3_coastline,{COLOR} coastline.,{COLOR} kustlijn.,{COLOR}海岸线。
hint_3_conflict_1,"Tip: to do parallel approaches without incidents, intercept the localizer farther away from the runway to avoid GS capture before both planes are on the LOC.","Tip: om parallelle naderingen te doen zonder incidenten, onderschep je de localizer verder van de baan af, om te voorkomen dat de GS wordt onderschept voordat beide vliegtuigen op de LOC zitten.",提示：要进行无事故的平行进近，在离跑道更远处截获定位器，以避免两架飞机都在LOC之前捕获下滑道。
hint_3_conflict_2,"Tip: to do parallel approaches without incidents, intercept the localizer of runway {RWY1} at {ALT1} and the localizer of runway {RWY2} at {ALT2}.","Tip: om parallelle naderingen te doen zonder incidenten, onderschep je de localizer van baan {RWY1} op {ALT1}, en de localizer van baan {RWY2} op {ALT2}.",提示：要进行无事故的平行进近，在{ALT1}高度截获跑道{RWY1}的定位器，在{ALT2}高度截获跑道{RWY2}的定位器。
hint_3_custom_again_1,Press {button_custom} again to change the amount of traffic.,Druk nogmaals op {button_custom} om de hoeveelheid verkeer te kunnen veranderen.,再次按{button_custom}以更改交通量。
hint_3_custom_again_2,Press {button_custom} again to end this scenario and continue with custom traffic.,Druk nogmaals op {button_custom} om dit scenario af te breken en door te gaan met aangepast verkeer.,再次按{button_custom}以结束此场景并继续自定义交通。
hint_3_custom_again_3,Press {button_custom} again to change the amount of traffic. Warning: goals and high scores will be disabled.,Druk nogmaals op {button_custom} om de hoeveelheid verkeer te kunnen veranderen. Let op: doelen en highscores worden dan uitgeschakeld,再次按{button_custom}以更改交通量。警告：目标和最高分将被禁用。
hint_3_custom_full_version,Custom traffic rate is available in the full version.,Aangepast verkeer is beschikbaar in de volledige versie.,自定义交通率在完整版本中可用。
hint_3_custom_score,"Tip: to open more runways, increase the {menu_runways_8} value.","Tip: om meer banen te openen, verhoog je de waarde van de {menu_runways_8}.",提示：要开放更多跑道，请增加{menu_runways_8}值。
hint_3_default,Default.,Standaard.,默认。
hint_3_departure_labels,{COLOR} departure labels.,,{COLOR}离场标签。
hint_3_deselect_cancel,“{button_cancel}�?on plane deselect.,鈥渰button_cancel}鈥?als je een vliegtuig deselecteerd.,飞机取消选择时“{button_cancel}”。
hint_3_deselect_ok,“{button_ok}�?on plane deselect.,鈥渰button_ok}鈥?als je een vliegtuig deselecteerd.,飞机取消选择时“{button_ok}”。
hint_3_disabled,disabled,uitgeschakeld,已禁用
hint_3_dismiss_1,Tap here to dismiss this message.,Klik hier om dit bericht te verbergen.,点击此处关闭此消息。
hint_3_dismiss_2,Click here to dismiss this message.,Klik hier om dit bericht te verbergen.,点击此处关闭此消息。
hint_3_distance_tool,Tip: click the right mouse button to activate the distance measurement tool.,Tip: klik op de rechtermuisknop om de afstand tussen twee punten te meten.,提示：点击鼠标右键以激活距离测量工具。
hint_3_doubletap_disable,Double-tap zoom disabled.,Dubbelklik-zoom uitgeschakeld.,双击缩放已禁用。
hint_3_doubletap_enable,Double-tap zoom enabled.,Dubbelklik-zoom ingeschakeld.,双击缩放已启用。
hint_3_enable_clock,Tip: you can enable a clock showing the system time. See the {button_display}/{button_extra} menu.,Tip: je kan een klok inschakelen die de systeemtijd toont. Zie het {button_display}/{button_extra} menu.,提示：您可以启用显示系统时间的时钟。参见{button_display}/{button_extra}菜单。
hint_3_enabled,enabled,ingeschakeld,已启用
hint_3_endgame_again,Press {button_endgame} again to close the airspace.,Druk nogmaals op {button_endgame} om het luchtruim te sluiten.,再次按{button_endgame}以关闭空域。
hint_3_enroute_labels,{COLOR} enroute plane labels.,{COLOR} enroute labels.,{COLOR}航路飞机标签。
hint_3_errors_custom,Chance of random errors is about 1 in {AMOUNT}.,Kans op willekeurige fouten is 1 op {AMOUNT}.,随机错误概率约为1/{AMOUNT}。
hint_3_errors_high_1,High chance of random errors.,Grote kans op willekeurige fouten.,随机错误概率高。
hint_3_errors_high_2,"Tip: to catch errors more easily, enable {button_readbacks} in the {button_sound} menu.","Tip: om foute makkelijker op te vangen, schakel je {button_readbacks} in via het menu {button_sound}.",提示：要更容易捕获错误，请在{button_sound}菜单中启用{button_readbacks}。
hint_3_errors_low_1,Low chance of random errors (like miscommunications and pilot errors).,Kleine kans op willekeurige fouten (zoals miscommunicaties en fouten van piloten).,随机错误概率低（如通信错误和飞行员错误）。
hint_3_errors_low_2,Low chance of random errors.,Kleine kans op willekeurige fouten.,随机错误概率低。
hint_3_errors_off,No random errors.,Geen willekeurige fouten.,无随机错误。
hint_3_events_custom,Chance of random incidents is about 1 in {AMOUNT}.,Kans op willekeurige incidenten is 1 op {AMOUNT}.,随机事件概率约为1/{AMOUNT}。
hint_3_events_high_1,High chance of random incidents (like emergencies and other random events).,Grote kans op willekeurige incidenten (zoals noodlandingen en andere gebeurtenissen).,随机事件概率高（如紧急情况和其他随机事件）。
hint_3_events_high_2,High chance of random incidents.,Grote kans op willekeurige incidenten.,随机事件概率高。
hint_3_events_low,Low chance of random incidents.,Kleine kans op willekeurige incidenten.,随机事件概率低。
hint_3_events_off,No random incidents.,Geen willekeurige incidenten.,无随机事件。
hint_3_fastforward_1,Tip: you can temporary increase the simulation speed by pressing and holding the {button_menu} button.,Tip: je kan de simulatiesnelheid tijdelijk verhogen door lang op de {button_menu}-knop te drukken.,提示：您可以通过按住{button_menu}按钮临时增加模拟速度。
hint_3_fastforward_2,Tip: you can temporary increase the simulation speed by pressing and holding the {button_menu} button or {KEY}.,"Tip: je kan de simulatiesnelheid tijdelijk verhogen door lang op de {button_menu}-knop te drukken, of {KEY}.",提示：您可以通过按住{button_menu}按钮或{KEY}临时增加模拟速度。
hint_3_first_plane_landed,Good job! You landed your first plane.,Goed gedaan! Je hebt je eerste vliegtuig laten landen.,干得好！您已降落第一架飞机。
hint_3_fixed_weather,Fixed weather.,Weersomstandigheden vastgezet.,固定天气。
hint_3_flow_is_fixed,Traffic flow from and to the main airport is fixed.,Verkeersstroom van en naar de hoofdluchthaven is vastgezet.,主机场的进出交通流已固定。
hint_3_flow_is_fixed_2,Fixed arrival and departure flow.,Vaste stroom van arrivals en departures.,固定进场和离场流。
hint_3_flow_is_fixed_3,Defined traffic flow from and to the main airport.,Ingestelde verkeersstroom van en naar de hoofdluchthaven.,已定义主机场的进出交通流。
hint_3_flow_is_vary,Varying arrival and departure flow (1 hour cycle).,Veranderende stroom van arrivals en departures (1-uur cyclus).,变化的进场和离场流（1小时周期）。
hint_3_font_large,Font size large.,Tekstgrootte groot.,字体大小大。
hint_3_font_medium,Font size medium.,Tekstgrootte medium.,字体大小中。
hint_3_font_small,Font size small.,Tekstgrootte klein.,字体大小小。
hint_3_font_xlarge,Font size extra large.,Tekstgrootte extra groot.,字体大小特大。
hint_3_freqs_off,Handoff frequencies off.,Frequenties bij overzetten uitgeschakeld.,移交频率关闭。
hint_3_freqs_on,Handoff frequencies on.,Frequenties bij overzetten ingeschakeld.,移交频率开启。
hint_3_go_fullscreen,Tip: you can also go full screen by pressing {KEY}.,Tip: je kan ook naar volledig scherm gaan door op {KEY} te drukken.,提示：您也可以通过按{KEY}进入全屏。
hint_3_goal_scored_1,Congratulations! You achieved the goal:,Gefeliciteerd! Je heb een doel behaald:,恭喜！您已达成目标：
hint_3_goal_scored_2,Well done! You reached the goal:,Goed gedaan! Je heb een doel bereikt:,做得好！您已达到目标：
hint_3_goal_screen,See the {button_goals} screen to see all your achievements,Zie het {button_goals}-scherm om al je behaalde doelen te bekijken.,参见{button_goals}屏幕查看所有成就。
hint_3_goals_disabled,Goals and high scores disabled.,Doelen en highscores zijn uitgeschakeld.,目标和最高分已禁用。
hint_3_heading_line_1,Heading line set at 1 minute.,Headinglijn ingesteld op 1 minuut.,航向线设置为1分钟。
hint_3_heading_line_2,Heading line set at {AMOUNT} minutes.,Headinglijn ingesteld op {AMOUNT} minuten.,航向线设置为{AMOUNT}分钟。
hint_3_highscore_10,Nice! You achieved a new high score of 10.,Mooi! Je hebt een nieuwe highscore van 10 bereikt.,很好！您获得了新的最高分10。
hint_3_highscore_20,Great! You achieved a new high score of 20.,Geweldig! Je hebt een nieuwe highscore van 20 bereikt.,太棒了！您获得了新的最高分20。
hint_3_highscore_30,Awesome! You achieved a new high score of 30!,Fantastisch! Je hebt een nieuwe highscore van 30 bereikt!,太棒了！您获得了新的最高分30！
hint_3_highscore_airport,Good job! You achieved a score of 10 for the first time at {AIRPORT} airport.,Netjes! Je hebt voor het eerst een score van 10 bereikt op {AIRPORT} airport.,干得好！您在{AIRPORT}机场首次获得10分。
hint_3_hints_off,Hints off.,Hints uit.,提示关闭。
hint_3_hints_off_tip,Longpress the {button_help} button to hide these hints for new players.,Druk lang op de {button_help} knop om deze hints voor beginners te verbergen.,长按{button_help}按钮为新玩家隐藏这些提示。
hint_3_hints_on,Hints on.,Hints aan.,提示开启。
hint_3_ident_off,"Ident off: no blinking planes, unless the menu is open.","Ident uit: geen knipperende vliegtuigen, tenzij het menu open staat.",识别关闭：无闪烁飞机，除非菜单打开。
hint_3_ident_on,Ident on: blinking planes till pressing OK.,Ident aan: knipperende vliegtuigen totdat je op OK klikt.,识别开启：闪烁飞机直到按下OK。
hint_3_import_1,The {button_import} button lets you pick a custom airport txt file from your device.,Met de knop {button_import} kun je een custom airport txt bestand selecteren van je apparaat.,{button_import}按钮让您从设备中选择自定义机场txt文件。
hint_3_import_2,"If you don't have a txt file yet, download one first.","Als je nog geen txt bestand hebt, moet je er eerst een downloaden.",如果您还没有txt文件，请先下载一个。
hint_3_keybind_1,is binded to key,is gekoppeld aan,已绑定到按键
hint_3_keybind_2,Warning: this key is also binded to,Waarschuwing: deze toets is ook gekoppeld aan,警告：此按键也已绑定到
hint_3_keybind_3,Warning: using this key may interfere with key combos.,Waarschuwing: het gebruik van deze toets kan interferreren met combo鈥檚.,警告：使用此按键可能会干扰按键组合。
hint_3_keybind_4,Tip: disable Text Input (press {KEY}) to avoid interfering inputs.,Tip: deactiveer Tekst Input (druk op {KEY}) om interferrerende inputs te voorkomen.,提示：禁用文本输入（按{KEY}）以避免干扰输入。
hint_3_keyboard_1,This page in {button_about}/{button_controls} ({KEY}) shows examples on how to use Text Inputs to control planes.,Deze pagina in {button_about}/{button_controls} ({KEY}) toont voorbeelden van Tekstinput waarmee je vliegtuigen instructies kunt geven.,{button_about}/{button_controls}（{KEY}）中的此页面显示如何使用文本输入控制飞机的示例。
hint_3_keyboard_2,Press Space bar to autocomplete the callsign.,Druk op de Spatiebalk om de callsign automatisch aan te vullen.,按空格键自动完成呼号。
hint_3_label_style,Label style,Labelstijl,标签样式
hint_3_leave_holding_1,"Plane will leave the holding after flying over {POINT}, unless you deactivate {button_hold} mode first.","Het vliegtuig zal de holding verlaten nadat het over {POINT} vliegt, tenzij je de {button_hold}-modus eerst deactiveert.",飞机飞越{POINT}后将离开等待，除非您先停用{button_hold}模式。
hint_3_leave_holding_2,"Plane will leave the holding after flying over the fix, unless you deactivate {button_hold} mode first.","Het vliegtuig zal de holding verlaten nadat het over de fix vliegt, tenzij je de {button_hold}-modus eerst deactiveert.",飞机飞越定位点后将离开等待，除非您先停用{button_hold}模式。
hint_3_line_curved,Curved heading lines.,Gekromde headinglijnen.,曲线航向线。
hint_3_line_off,Heading line off.,Headinglijn uit.,航向线关闭。
hint_3_line_straight,Straight heading lines.,Rechte headinglijnen.,直线航向线。
hint_3_load_fallback_1,Could not load most recent savegame; loaded the backup instead.,De meest recente savegame kon niet geladen worden; in plaats daarvan is de backup geladen.,无法加载最近的存档；已加载备份。
hint_3_load_fallback_2,Could not load latest savegame; loaded an older file.,De meest recente savegame kon niet geladen worden; in plaats daarvan is een ander bestand geladen.,无法加载最新存档；已加载较旧文件。
hint_3_longplay_1,"Thanks for trying the demo! The full version has more airports, traffic options and autosave.","Bedankt voor het uitproberen van de demoversie. De volledige versie heeft meer luchthavens, verkeersopties en autosave.",感谢试用演示版！完整版本有更多机场、交通选项和自动保存。
hint_3_longplay_2,Tip: enable the {button_timer} in the menu to limit playtime.,Tip: activeer de {button_timer} in het menu om de speeltijd te begrenzen.,提示：在菜单中启用{button_timer}以限制游戏时间。
hint_3_longplay_3,Tip: set {button_traffic} to 0 in the menu to close the airport and finish this session.,Tip: zet {button_traffic} op 0 in het menu om het luchtruim te sluiten.,提示：在菜单中将{button_traffic}设置为0以关闭机场并结束此会话。
hint_3_longplay_4,Tip: press {button_endgame} in the {button_traffic} menu to close the airport and finish this session.,Tip: druk op de knop {button_endgame} in het menu {button_traffic} om de luchthaven te sluiten en deze sessie the eindigen.,提示：按{button_traffic}菜单中的{button_endgame}以关闭机场并结束此会话。
hint_3_longplay_5,Game progress is saved automatically. You may quit at any time,Spelverloop wordt automatisch opgeslagen. Je kunt op elk moment stoppen.,游戏进度自动保存。您可以随时退出。
hint_3_longplay_6,Game is saved. You can quit at any time.,Het spel is opgeslagen. Je kunt op elk moment stoppen.,游戏已保存。您可以随时退出。
